cross_section,longitudinal,depth,Temperature,Unit,
0,20,3.2,24.3,T2TTemp C,
5,20,3.2,24.5,T2TTemp C,
10,20,3.2,24.1,T2TTemp C,
15,20,3.2,23,T2TTemp C,
20,20,3.2,21.9,T2TTemp C,
25,20,3.2,21.8,T2TTemp C,
30,20,3.2,23,T2TTemp C,
35,20,3.2,22,T2TTemp C,
40,20,3.2,19.9,T2TTemp C,
45,20,3.2,21.4,T2TTemp C,
50,20,3.2,17,T2TTemp C,
55,20,3.2,18.4,T2TTemp C,
58,20,3.2,23.2,T2TTemp C,
0,25,3.2,24.4,T2TTemp C,
5,25,3.2,24.6,T2TTemp C,
10,25,3.2,24.1,T2TTemp C,
15,25,3.2,23.3,T2TTemp C,
20,25,3.2,22.2,T2TTemp C,
25,25,3.2,21.7,T2TTemp C,
30,25,3.2,22.3,T2TTemp C,
35,25,3.2,19.2,T2TTemp C,
40,25,3.2,20.2,T2TTemp C,
45,25,3.2,21.9,T2TTemp C,
50,25,3.2,23,T2TTemp C,
55,25,3.2,20.3,T2TTemp C,
58,25,3.2,22.1,T2TTemp C,
0,30,3.2,24.6,T2TTemp C,
5,30,3.2,24.8,T2TTemp C,
10,30,3.2,24.4,T2TTemp C,
15,30,3.2,22.5,T2TTemp C,
20,30,3.2,23,T2TTemp C,
25,30,3.2,23.1,T2TTemp C,
30,30,3.2,23.3,T2TTemp C,
35,30,3.2,23.6,T2TTemp C,
40,30,3.2,23.3,T2TTemp C,
45,30,3.2,21.8,T2TTemp C,
50,30,3.2,23.7,T2TTemp C,
55,30,3.2,23.9,T2TTemp C,
58,30,3.2,24.1,T2TTemp C,
0,35,3.2,24.8,T2TTemp C,
5,35,3.2,24.8,T2TTemp C,
10,35,3.2,24.5,T2TTemp C,
15,35,3.2,23.3,T2TTemp C,
20,35,3.2,23.4,T2TTemp C,
25,35,3.2,23.5,T2TTemp C,
30,35,3.2,23.2,T2TTemp C,
35,35,3.2,23.2,T2TTemp C,
40,35,3.2,23.1,T2TTemp C,
45,35,3.2,23.2,T2TTemp C,
50,35,3.2,23.5,T2TTemp C,
55,35,3.2,23.7,T2TTemp C,
58,35,3.2,23.7,T2TTemp C,
0,40,3.2,24.5,T2TTemp C,
5,40,3.2,24.5,T2TTemp C,
10,40,3.2,23.5,T2TTemp C,
15,40,3.2,23.5,T2TTemp C,
20,40,3.2,23.1,T2TTemp C,
25,40,3.2,23.3,T2TTemp C,
30,40,3.2,23.2,T2TTemp C,
35,40,3.2,23.2,T2TTemp C,
40,40,3.2,23.6,T2TTemp C,
45,40,3.2,23.6,T2TTemp C,
50,40,3.2,23.7,T2TTemp C,
55,40,3.2,23.9,T2TTemp C,
58,40,3.2,23.8,T2TTemp C,
0,45,3.2,24.3,T2TTemp C,
5,45,3.2,24.3,T2TTemp C,
10,45,3.2,24,T2TTemp C,
15,45,3.2,23.7,T2TTemp C,
20,45,3.2,23.1,T2TTemp C,
25,45,3.2,23.1,T2TTemp C,
30,45,3.2,23.3,T2TTemp C,
35,45,3.2,23,T2TTemp C,
40,45,3.2,23.5,T2TTemp C,
45,45,3.2,23.5,T2TTemp C,
50,45,3.2,23.6,T2TTemp C,
55,45,3.2,23.7,T2TTemp C,
58,45,3.2,23.8,T2TTemp C,
0,50,3.2,24.3,T2TTemp C,
5,50,3.2,24.2,T2TTemp C,
10,50,3.2,23.7,T2TTemp C,
15,50,3.2,23.4,T2TTemp C,
20,50,3.2,23.4,T2TTemp C,
25,50,3.2,23.3,T2TTemp C,
30,50,3.2,23.6,T2TTemp C,
35,50,3.2,23.3,T2TTemp C,
40,50,3.2,23.5,T2TTemp C,
45,50,3.2,23.9,T2TTemp C,
50,50,3.2,23.9,T2TTemp C,
55,50,3.2,24,T2TTemp C,
58,50,3.2,24,T2TTemp C,
0,-5,6.4,24.7,T3TTemp C,
5,-5,6.4,24.7,T3TTemp C,
10,-5,6.4,24.6,T3TTemp C,
15,-5,6.4,24.7,T3TTemp C,
20,-5,6.4,24.6,T3TTemp C,
25,-5,6.4,24.6,T3TTemp C,
30,-5,6.4,24.6,T3TTemp C,
35,-5,6.4,24.6,T3TTemp C,
40,-5,6.4,24.5,T3TTemp C,
45,-5,6.4,24.6,T3TTemp C,
50,-5,6.4,24.6,T3TTemp C,
55,-5,6.4,24.6,T3TTemp C,
58,-5,6.4,24.6,T3TTemp C,
0,0,6.4,24.7,T3TTemp C,
5,0,6.4,24.7,T3TTemp C,
10,0,6.4,24.6,T3TTemp C,
15,0,6.4,19.2,T3TTemp C,
20,0,6.4,18.7,T3TTemp C,
25,0,6.4,18.9,T3TTemp C,
30,0,6.4,20.5,T3TTemp C,
35,0,6.4,21.2,T3TTemp C,
40,0,6.4,21.2,T3TTemp C,
45,0,6.4,20.9,T3TTemp C,
50,0,6.4,20.7,T3TTemp C,
55,0,6.4,22.5,T3TTemp C,
58,0,6.4,23.2,T3TTemp C,
0,5,6.4,23.8,T3TTemp C,
5,5,6.4,24.3,T3TTemp C,
10,5,6.4,24.2,T3TTemp C,
15,5,6.4,24.2,T3TTemp C,
20,5,6.4,19.2,T3TTemp C,
25,5,6.4,20.9,T3TTemp C,
30,5,6.4,19.5,T3TTemp C,
35,5,6.4,18.2,T3TTemp C,
40,5,6.4,20.6,T3TTemp C,
45,5,6.4,20.8,T3TTemp C,
50,5,6.4,21.1,T3TTemp C,
55,5,6.4,22,T3TTemp C,
58,5,6.4,20.8,T3TTemp C,
0,10,6.4,23.7,T3TTemp C,
5,10,6.4,24.4,T3TTemp C,
10,10,6.4,24.5,T3TTemp C,
15,10,6.4,24.2,T3TTemp C,
20,10,6.4,22,T3TTemp C,
25,10,6.4,21,T3TTemp C,
30,10,6.4,21.8,T3TTemp C,
35,10,6.4,19.6,T3TTemp C,
40,10,6.4,21.4,T3TTemp C,
45,10,6.4,21.6,T3TTemp C,
50,10,6.4,21.6,T3TTemp C,
55,10,6.4,23.1,T3TTemp C,
58,10,6.4,22.6,T3TTemp C,
0,15,6.4,23.5,T3TTemp C,
5,15,6.4,24.3,T3TTemp C,
10,15,6.4,24.3,T3TTemp C,
15,15,6.4,24.4,T3TTemp C,
20,15,6.4,23.2,T3TTemp C,
25,15,6.4,22.5,T3TTemp C,
30,15,6.4,22.1,T3TTemp C,
35,15,6.4,22.9,T3TTemp C,
40,15,6.4,23,T3TTemp C,
45,15,6.4,22.7,T3TTemp C,
50,15,6.4,22.6,T3TTemp C,
55,15,6.4,23.3,T3TTemp C,
58,15,6.4,23.6,T3TTemp C,
0,20,6.4,24.3,T3TTemp C,
5,20,6.4,24.5,T3TTemp C,
10,20,6.4,24.4,T3TTemp C,
15,20,6.4,24,T3TTemp C,
20,20,6.4,23,T3TTemp C,
25,20,6.4,23,T3TTemp C,
30,20,6.4,23.3,T3TTemp C,
35,20,6.4,22.7,T3TTemp C,
40,20,6.4,22.5,T3TTemp C,
45,20,6.4,23.1,T3TTemp C,
50,20,6.4,22.3,T3TTemp C,
55,20,6.4,22.6,T3TTemp C,
58,20,6.4,23.8,T3TTemp C,
0,25,6.4,24.5,T3TTemp C,
5,25,6.4,24.7,T3TTemp C,
10,25,6.4,24.6,T3TTemp C,
15,25,6.4,24.2,T3TTemp C,
20,25,6.4,23.3,T3TTemp C,
25,25,6.4,22.9,T3TTemp C,
30,25,6.4,23.2,T3TTemp C,
35,25,6.4,23.1,T3TTemp C,
40,25,6.4,23.2,T3TTemp C,
45,25,6.4,23.3,T3TTemp C,
50,25,6.4,23.6,T3TTemp C,
55,25,6.4,23.5,T3TTemp C,
58,25,6.4,23.8,T3TTemp C,
0,30,6.4,24.7,T3TTemp C,
5,30,6.4,25,T3TTemp C,
10,30,6.4,24.8,T3TTemp C,
15,30,6.4,24,T3TTemp C,
20,30,6.4,23.5,T3TTemp C,
25,30,6.4,23.4,T3TTemp C,
30,30,6.4,23.8,T3TTemp C,
35,30,6.4,23.9,T3TTemp C,
40,30,6.4,23.3,T3TTemp C,
45,30,6.4,23.7,T3TTemp C,
50,30,6.4,23.9,T3TTemp C,
55,30,6.4,24,T3TTemp C,
58,30,6.4,24.3,T3TTemp C,
0,35,6.4,24.8,T3TTemp C,
5,35,6.4,24.9,T3TTemp C,
10,35,6.4,24.8,T3TTemp C,
15,35,6.4,24.2,T3TTemp C,
20,35,6.4,24,T3TTemp C,
25,35,6.4,23.8,T3TTemp C,
30,35,6.4,23.9,T3TTemp C,
35,35,6.4,23.9,T3TTemp C,
40,35,6.4,23.6,T3TTemp C,
45,35,6.4,23.9,T3TTemp C,
50,35,6.4,23.9,T3TTemp C,
55,35,6.4,23.8,T3TTemp C,
58,35,6.4,24.1,T3TTemp C,
0,40,6.4,24.7,T3TTemp C,
5,40,6.4,24.8,T3TTemp C,
10,40,6.4,24.2,T3TTemp C,
15,40,6.4,24.3,T3TTemp C,
20,40,6.4,23.6,T3TTemp C,
25,40,6.4,23.8,T3TTemp C,
30,40,6.4,23.8,T3TTemp C,
35,40,6.4,23.6,T3TTemp C,
40,40,6.4,23.9,T3TTemp C,
45,40,6.4,24,T3TTemp C,
50,40,6.4,23.9,T3TTemp C,
55,40,6.4,24,T3TTemp C,
58,40,6.4,23.9,T3TTemp C,
0,45,6.4,24.6,T3TTemp C,
5,45,6.4,24.6,T3TTemp C,
10,45,6.4,24.4,T3TTemp C,
15,45,6.4,24.2,T3TTemp C,
20,45,6.4,23.8,T3TTemp C,
25,45,6.4,23.6,T3TTemp C,
30,45,6.4,23.5,T3TTemp C,
35,45,6.4,23.5,T3TTemp C,
40,45,6.4,23.8,T3TTemp C,
45,45,6.4,23.7,T3TTemp C,
50,45,6.4,23.9,T3TTemp C,
55,45,6.4,24,T3TTemp C,
58,45,6.4,24.1,T3TTemp C,
0,50,6.4,24.6,T3TTemp C,
5,50,6.4,24.6,T3TTemp C,
10,50,6.4,24.3,T3TTemp C,
15,50,6.4,24.3,T3TTemp C,
20,50,6.4,23.9,T3TTemp C,
25,50,6.4,23.8,T3TTemp C,
30,50,6.4,24,T3TTemp C,
35,50,6.4,23.8,T3TTemp C,
40,50,6.4,23.8,T3TTemp C,
45,50,6.4,24.1,T3TTemp C,
50,50,6.4,24.1,T3TTemp C,
55,50,6.4,24.2,T3TTemp C,
58,50,6.4,24.2,T3TTemp C,
0,-5,9.6,24.6,T4TTemp C,
5,-5,9.6,24.6,T4TTemp C,
10,-5,9.6,24.5,T4TTemp C,
15,-5,9.6,24.5,T4TTemp C,
20,-5,9.6,24.4,T4TTemp C,
25,-5,9.6,24.4,T4TTemp C,
30,-5,9.6,24.4,T4TTemp C,
35,-5,9.6,24.4,T4TTemp C,
40,-5,9.6,24.3,T4TTemp C,
45,-5,9.6,24.3,T4TTemp C,
50,-5,9.6,24.3,T4TTemp C,
55,-5,9.6,24.4,T4TTemp C,
58,-5,9.6,24.4,T4TTemp C,
0,0,9.6,24.4,T4TTemp C,
5,0,9.6,24.4,T4TTemp C,
10,0,9.6,24.4,T4TTemp C,
15,0,9.6,20.8,T4TTemp C,
20,0,9.6,19.9,T4TTemp C,
25,0,9.6,22.5,T4TTemp C,
30,0,9.6,21.1,T4TTemp C,
35,0,9.6,22.7,T4TTemp C,
40,0,9.6,23.4,T4TTemp C,
45,0,9.6,22.4,T4TTemp C,
50,0,9.6,22.3,T4TTemp C,
55,0,9.6,23.7,T4TTemp C,
58,0,9.6,22.8,T4TTemp C,
0,5,9.6,24.1,T4TTemp C,
5,5,9.6,24.5,T4TTemp C,
10,5,9.6,24.5,T4TTemp C,
15,5,9.6,24.5,T4TTemp C,
20,5,9.6,22.6,T4TTemp C,
25,5,9.6,22.7,T4TTemp C,
30,5,9.6,21.6,T4TTemp C,
35,5,9.6,21.6,T4TTemp C,
40,5,9.6,21.6,T4TTemp C,
45,5,9.6,21.7,T4TTemp C,
50,5,9.6,22.6,T4TTemp C,
55,5,9.6,23.6,T4TTemp C,
58,5,9.6,22.8,T4TTemp C,
0,10,9.6,24.4,T4TTemp C,
5,10,9.6,24.7,T4TTemp C,
10,10,9.6,24.7,T4TTemp C,
15,10,9.6,24.6,T4TTemp C,
20,10,9.6,23.4,T4TTemp C,
25,10,9.6,22.5,T4TTemp C,
30,10,9.6,22.8,T4TTemp C,
35,10,9.6,22.8,T4TTemp C,
40,10,9.6,22.7,T4TTemp C,
45,10,9.6,22.9,T4TTemp C,
50,10,9.6,23,T4TTemp C,
55,10,9.6,24.1,T4TTemp C,
58,10,9.6,23.5,T4TTemp C,
0,15,9.6,24.2,T4TTemp C,
5,15,9.6,24.4,T4TTemp C,
10,15,9.6,24.5,T4TTemp C,
15,15,9.6,24.5,T4TTemp C,
20,15,9.6,23.8,T4TTemp C,
25,15,9.6,23.5,T4TTemp C,
30,15,9.6,23.1,T4TTemp C,
35,15,9.6,23.3,T4TTemp C,
40,15,9.6,23.3,T4TTemp C,
45,15,9.6,22.9,T4TTemp C,
50,15,9.6,23.3,T4TTemp C,
55,15,9.6,23.8,T4TTemp C,
58,15,9.6,24.1,T4TTemp C,
0,20,9.6,24.4,T4TTemp C,
5,20,9.6,24.5,T4TTemp C,
10,20,9.6,24.5,T4TTemp C,
15,20,9.6,24.5,T4TTemp C,
20,20,9.6,23.9,T4TTemp C,
25,20,9.6,23.8,T4TTemp C,
30,20,9.6,24,T4TTemp C,
35,20,9.6,23.5,T4TTemp C,
40,20,9.6,23.4,T4TTemp C,
45,20,9.6,23.5,T4TTemp C,
50,20,9.6,23.5,T4TTemp C,
55,20,9.6,23.4,T4TTemp C,
58,20,9.6,24.1,T4TTemp C,
0,25,9.6,24.7,T4TTemp C,
5,25,9.6,24.8,T4TTemp C,
10,25,9.6,24.7,T4TTemp C,
15,25,9.6,24.5,T4TTemp C,
20,25,9.6,24.2,T4TTemp C,
25,25,9.6,23.5,T4TTemp C,
30,25,9.6,23.7,T4TTemp C,
35,25,9.6,23.5,T4TTemp C,
40,25,9.6,23.5,T4TTemp C,
45,25,9.6,23.8,T4TTemp C,
50,25,9.6,23.8,T4TTemp C,
55,25,9.6,23.9,T4TTemp C,
58,25,9.6,24.1,T4TTemp C,
0,30,9.6,24.8,T4TTemp C,
5,30,9.6,25,T4TTemp C,
10,30,9.6,25,T4TTemp C,
15,30,9.6,24.9,T4TTemp C,
20,30,9.6,24.3,T4TTemp C,
25,30,9.6,24.1,T4TTemp C,
30,30,9.6,24.1,T4TTemp C,
35,30,9.6,24.3,T4TTemp C,
40,30,9.6,23.9,T4TTemp C,
45,30,9.6,24,T4TTemp C,
50,30,9.6,24.1,T4TTemp C,
55,30,9.6,24.2,T4TTemp C,
58,30,9.6,24.5,T4TTemp C,
0,35,9.6,24.8,T4TTemp C,
5,35,9.6,24.9,T4TTemp C,
10,35,9.6,24.9,T4TTemp C,
15,35,9.6,24.5,T4TTemp C,
20,35,9.6,24.3,T4TTemp C,
25,35,9.6,24.1,T4TTemp C,
30,35,9.6,24.1,T4TTemp C,
35,35,9.6,23.9,T4TTemp C,
40,35,9.6,23.6,T4TTemp C,
45,35,9.6,23.8,T4TTemp C,
50,35,9.6,23.9,T4TTemp C,
55,35,9.6,23.9,T4TTemp C,
58,35,9.6,24.2,T4TTemp C,
0,40,9.6,24.5,T4TTemp C,
5,40,9.6,24.6,T4TTemp C,
10,40,9.6,24.4,T4TTemp C,
15,40,9.6,24.5,T4TTemp C,
20,40,9.6,23.8,T4TTemp C,
25,40,9.6,23.9,T4TTemp C,
30,40,9.6,23.9,T4TTemp C,
35,40,9.6,23.7,T4TTemp C,
40,40,9.6,23.8,T4TTemp C,
45,40,9.6,23.9,T4TTemp C,
50,40,9.6,23.8,T4TTemp C,
55,40,9.6,23.9,T4TTemp C,
58,40,9.6,23.8,T4TTemp C,
0,45,9.6,24.4,T4TTemp C,
5,45,9.6,24.5,T4TTemp C,
10,45,9.6,24.4,T4TTemp C,
15,45,9.6,24.3,T4TTemp C,
20,45,9.6,24.1,T4TTemp C,
25,45,9.6,23.8,T4TTemp C,
30,45,9.6,23.6,T4TTemp C,
35,45,9.6,23.6,T4TTemp C,
40,45,9.6,23.7,T4TTemp C,
45,45,9.6,23.7,T4TTemp C,
50,45,9.6,23.8,T4TTemp C,
55,45,9.6,23.8,T4TTemp C,
58,45,9.6,24,T4TTemp C,
0,50,9.6,24.4,T4TTemp C,
5,50,9.6,24.5,T4TTemp C,
10,50,9.6,24.4,T4TTemp C,
15,50,9.6,24.4,T4TTemp C,
20,50,9.6,24.1,T4TTemp C,
25,50,9.6,24,T4TTemp C,
30,50,9.6,24.2,T4TTemp C,
35,50,9.6,23.8,T4TTemp C,
40,50,9.6,23.8,T4TTemp C,
45,50,9.6,24,T4TTemp C,
50,50,9.6,23.9,T4TTemp C,
55,50,9.6,24.1,T4TTemp C,
58,50,9.6,24.2,T4TTemp C,
0,-5,12.8,24.7,T5TTemp C,
5,-5,12.8,24.7,T5TTemp C,
10,-5,12.8,24.7,T5TTemp C,
15,-5,12.8,24.7,T5TTemp C,
20,-5,12.8,24.6,T5TTemp C,
25,-5,12.8,24.6,T5TTemp C,
30,-5,12.8,24.6,T5TTemp C,
35,-5,12.8,24.6,T5TTemp C,
40,-5,12.8,24.6,T5TTemp C,
45,-5,12.8,24.6,T5TTemp C,
50,-5,12.8,24.6,T5TTemp C,
55,-5,12.8,24.7,T5TTemp C,
58,-5,12.8,24.7,T5TTemp C,
0,0,12.8,24.7,T5TTemp C,
5,0,12.8,24.7,T5TTemp C,
10,0,12.8,24.7,T5TTemp C,
15,0,12.8,24.3,T5TTemp C,
20,0,12.8,23.5,T5TTemp C,
25,0,12.8,24.3,T5TTemp C,
30,0,12.8,23.9,T5TTemp C,
35,0,12.8,24.2,T5TTemp C,
40,0,12.8,24.4,T5TTemp C,
45,0,12.8,24.2,T5TTemp C,
50,0,12.8,23.9,T5TTemp C,
55,0,12.8,24.4,T5TTemp C,
58,0,12.8,23.6,T5TTemp C,
0,5,12.8,24.4,T5TTemp C,
5,5,12.8,24.6,T5TTemp C,
10,5,12.8,24.6,T5TTemp C,
15,5,12.8,24.5,T5TTemp C,
20,5,12.8,23.9,T5TTemp C,
25,5,12.8,23.8,T5TTemp C,
30,5,12.8,23.2,T5TTemp C,
35,5,12.8,23.8,T5TTemp C,
40,5,12.8,23.1,T5TTemp C,
45,5,12.8,23,T5TTemp C,
50,5,12.8,23.4,T5TTemp C,
55,5,12.8,24.3,T5TTemp C,
58,5,12.8,24.2,T5TTemp C,
0,10,12.8,24.6,T5TTemp C,
5,10,12.8,24.7,T5TTemp C,
10,10,12.8,24.7,T5TTemp C,
15,10,12.8,24.6,T5TTemp C,
20,10,12.8,24.1,T5TTemp C,
25,10,12.8,23.3,T5TTemp C,
30,10,12.8,23.8,T5TTemp C,
35,10,12.8,23.6,T5TTemp C,
40,10,12.8,23.3,T5TTemp C,
45,10,12.8,23.6,T5TTemp C,
50,10,12.8,23.6,T5TTemp C,
55,10,12.8,24.3,T5TTemp C,
58,10,12.8,24.1,T5TTemp C,
0,15,12.8,24.4,T5TTemp C,
5,15,12.8,24.6,T5TTemp C,
10,15,12.8,24.5,T5TTemp C,
15,15,12.8,24.5,T5TTemp C,
