cross_section,longitudinal,depth,Temperature,Unit,
50,35,25.6,24.7,T9TTemp C,
55,35,25.6,24.6,T9TTemp C,
58,35,25.6,24.6,T9TTemp C,
0,40,25.6,24.6,T9TTemp C,
5,40,25.6,24.6,T9TTemp C,
10,40,25.6,24.6,T9TTemp C,
15,40,25.6,24.6,T9TTemp C,
20,40,25.6,24.6,T9TTemp C,
25,40,25.6,24.5,T9TTemp C,
30,40,25.6,24.5,T9TTemp C,
35,40,25.6,24.5,T9TTemp C,
40,40,25.6,24.5,T9TTemp C,
45,40,25.6,24.5,T9TTemp C,
50,40,25.6,24.5,T9TTemp C,
55,40,25.6,24.5,T9TTemp C,
58,40,25.6,24.4,T9TTemp C,
0,45,25.6,24.5,T9TTemp C,
5,45,25.6,24.5,T9TTemp C,
10,45,25.6,24.4,T9TTemp C,
15,45,25.6,24.4,T9TTemp C,
20,45,25.6,24.3,T9TTemp C,
25,45,25.6,24.3,T9TTemp C,
30,45,25.6,24.3,T9TTemp C,
35,45,25.6,24.3,T9TTemp C,
40,45,25.6,24.3,T9TTemp C,
45,45,25.6,24.3,T9TTemp C,
50,45,25.6,24.3,T9TTemp C,
55,45,25.6,24.3,T9TTemp C,
58,45,25.6,24.3,T9TTemp C,
0,50,25.6,24.4,T9TTemp C,
5,50,25.6,24.4,T9TTemp C,
10,50,25.6,24.5,T9TTemp C,
15,50,25.6,24.5,T9TTemp C,
20,50,25.6,24.5,T9TTemp C,
25,50,25.6,24.5,T9TTemp C,
30,50,25.6,24.5,T9TTemp C,
35,50,25.6,24.4,T9TTemp C,
40,50,25.6,24.5,T9TTemp C,
45,50,25.6,24.5,T9TTemp C,
50,50,25.6,24.5,T9TTemp C,
55,50,25.6,24.4,T9TTemp C,
58,50,25.6,24.4,T9TTemp C,
0,-5,28.8,24.7,T10TTemp C,
5,-5,28.8,24.7,T10TTemp C,
10,-5,28.8,24.7,T10TTemp C,
15,-5,28.8,24.7,T10TTemp C,
20,-5,28.8,24.6,T10TTemp C,
25,-5,28.8,24.6,T10TTemp C,
30,-5,28.8,24.6,T10TTemp C,
35,-5,28.8,24.6,T10TTemp C,
40,-5,28.8,24.5,T10TTemp C,
45,-5,28.8,24.6,T10TTemp C,
50,-5,28.8,24.6,T10TTemp C,
55,-5,28.8,24.7,T10TTemp C,
58,-5,28.8,24.6,T10TTemp C,
0,0,28.8,24.6,T10TTemp C,
5,0,28.8,24.7,T10TTemp C,
10,0,28.8,24.7,T10TTemp C,
15,0,28.8,24.7,T10TTemp C,
20,0,28.8,24.7,T10TTemp C,
25,0,28.8,24.7,T10TTemp C,
30,0,28.8,24.8,T10TTemp C,
35,0,28.8,24.8,T10TTemp C,
40,0,28.8,24.8,T10TTemp C,
45,0,28.8,24.9,T10TTemp C,
50,0,28.8,24.9,T10TTemp C,
55,0,28.8,25,T10TTemp C,
58,0,28.8,25,T10TTemp C,
0,5,28.8,25,T10TTemp C,
5,5,28.8,25.1,T10TTemp C,
10,5,28.8,25.1,T10TTemp C,
15,5,28.8,25.1,T10TTemp C,
20,5,28.8,25.1,T10TTemp C,
25,5,28.8,25.2,T10TTemp C,
30,5,28.8,25.2,T10TTemp C,
35,5,28.8,25.1,T10TTemp C,
40,5,28.8,25.1,T10TTemp C,
45,5,28.8,25.1,T10TTemp C,
50,5,28.8,25.1,T10TTemp C,
55,5,28.8,25.1,T10TTemp C,
58,5,28.8,25.1,T10TTemp C,
0,10,28.8,25.2,T10TTemp C,
5,10,28.8,25.1,T10TTemp C,
10,10,28.8,25.1,T10TTemp C,
15,10,28.8,25.1,T10TTemp C,
20,10,28.8,25.1,T10TTemp C,
25,10,28.8,25,T10TTemp C,
30,10,28.8,25,T10TTemp C,
35,10,28.8,25,T10TTemp C,
40,10,28.8,24.9,T10TTemp C,
45,10,28.8,24.9,T10TTemp C,
50,10,28.8,24.9,T10TTemp C,
55,10,28.8,24.8,T10TTemp C,
58,10,28.8,24.8,T10TTemp C,
0,15,28.8,24.8,T10TTemp C,
5,15,28.8,24.7,T10TTemp C,
10,15,28.8,24.7,T10TTemp C,
15,15,28.8,24.7,T10TTemp C,
20,15,28.8,24.7,T10TTemp C,
25,15,28.8,24.7,T10TTemp C,
30,15,28.8,24.6,T10TTemp C,
35,15,28.8,24.6,T10TTemp C,
40,15,28.8,24.6,T10TTemp C,
45,15,28.8,24.6,T10TTemp C,
50,15,28.8,24.6,T10TTemp C,
55,15,28.8,24.5,T10TTemp C,
58,15,28.8,24.5,T10TTemp C,
0,20,28.8,24.5,T10TTemp C,
5,20,28.8,24.5,T10TTemp C,
10,20,28.8,24.5,T10TTemp C,
15,20,28.8,24.6,T10TTemp C,
20,20,28.8,24.5,T10TTemp C,
25,20,28.8,24.6,T10TTemp C,
30,20,28.8,24.6,T10TTemp C,
35,20,28.8,24.6,T10TTemp C,
40,20,28.8,24.7,T10TTemp C,
45,20,28.8,24.7,T10TTemp C,
50,20,28.8,24.6,T10TTemp C,
55,20,28.8,24.6,T10TTemp C,
58,20,28.8,24.7,T10TTemp C,
0,25,28.8,24.7,T10TTemp C,
5,25,28.8,24.8,T10TTemp C,
10,25,28.8,24.8,T10TTemp C,
15,25,28.8,24.8,T10TTemp C,
20,25,28.8,24.8,T10TTemp C,
25,25,28.8,24.8,T10TTemp C,
30,25,28.8,24.9,T10TTemp C,
35,25,28.8,24.9,T10TTemp C,
40,25,28.8,24.9,T10TTemp C,
45,25,28.8,24.9,T10TTemp C,
50,25,28.8,25,T10TTemp C,
55,25,28.8,25,T10TTemp C,
58,25,28.8,25,T10TTemp C,
0,30,28.8,25,T10TTemp C,
5,30,28.8,25,T10TTemp C,
10,30,28.8,25.1,T10TTemp C,
15,30,28.8,25,T10TTemp C,
20,30,28.8,25.1,T10TTemp C,
25,30,28.8,25,T10TTemp C,
30,30,28.8,25,T10TTemp C,
35,30,28.8,25,T10TTemp C,
40,30,28.8,24.9,T10TTemp C,
45,30,28.8,24.9,T10TTemp C,
50,30,28.8,24.8,T10TTemp C,
55,30,28.8,24.8,T10TTemp C,
58,30,28.8,24.8,T10TTemp C,
0,35,28.8,24.8,T10TTemp C,
5,35,28.8,24.8,T10TTemp C,
10,35,28.8,24.7,T10TTemp C,
15,35,28.8,24.7,T10TTemp C,
20,35,28.8,24.7,T10TTemp C,
25,35,28.8,24.7,T10TTemp C,
30,35,28.8,24.6,T10TTemp C,
35,35,28.8,24.6,T10TTemp C,
40,35,28.8,24.6,T10TTemp C,
45,35,28.8,24.6,T10TTemp C,
50,35,28.8,24.6,T10TTemp C,
55,35,28.8,24.4,T10TTemp C,
58,35,28.8,24.4,T10TTemp C,
0,40,28.8,24.4,T10TTemp C,
5,40,28.8,24.4,T10TTemp C,
10,40,28.8,24.4,T10TTemp C,
15,40,28.8,24.4,T10TTemp C,
20,40,28.8,24.3,T10TTemp C,
25,40,28.8,24.3,T10TTemp C,
30,40,28.8,24.3,T10TTemp C,
35,40,28.8,24.3,T10TTemp C,
40,40,28.8,24.3,T10TTemp C,
45,40,28.8,24.3,T10TTemp C,
50,40,28.8,24.3,T10TTemp C,
55,40,28.8,24.3,T10TTemp C,
58,40,28.8,24.2,T10TTemp C,
0,45,28.8,24.2,T10TTemp C,
5,45,28.8,24.2,T10TTemp C,
10,45,28.8,24.2,T10TTemp C,
15,45,28.8,24.2,T10TTemp C,
20,45,28.8,24.1,T10TTemp C,
25,45,28.8,24.1,T10TTemp C,
30,45,28.8,24.1,T10TTemp C,
35,45,28.8,24.1,T10TTemp C,
40,45,28.8,24.1,T10TTemp C,
45,45,28.8,24.1,T10TTemp C,
50,45,28.8,24.1,T10TTemp C,
55,45,28.8,24.1,T10TTemp C,
58,45,28.8,24.1,T10TTemp C,
0,50,28.8,24.1,T10TTemp C,
5,50,28.8,24.2,T10TTemp C,
10,50,28.8,24.2,T10TTemp C,
15,50,28.8,24.3,T10TTemp C,
20,50,28.8,24.3,T10TTemp C,
25,50,28.8,24.3,T10TTemp C,
30,50,28.8,24.3,T10TTemp C,
35,50,28.8,24.2,T10TTemp C,
40,50,28.8,24.2,T10TTemp C,
45,50,28.8,24.3,T10TTemp C,
50,50,28.8,24.3,T10TTemp C,
55,50,28.8,24.2,T10TTemp C,
58,50,28.8,24.3,T10TTemp C,
